project_id,asset_class,database,sector_code,country,region,invest_usd,supplying_sector,sourcing_country,trade_share,spend_M$,GHG_tCO2e,Employment_FTE,Water_1000m3,ValueAdded_M$,Energy_TJ,NOx_t
Proj_002,Health,exiobase,Health_Specialized,Africa,Africa,25000000.0,Manufacturing,LATAM,0.0337,0.04856,20.902,0.417,0.09136,0.02039,0.17869,0.07575
Proj_002,Health,exiobase,Health_Specialized,Africa,Africa,25000000.0,Manufacturing,Global,0.1299,0.18729,68.323,1.319,0.27532,0.07866,0.59933,0.22475
Proj_002,Health,exiobase,Health_Specialized,Africa,Africa,25000000.0,Transport_Logistics,Africa,0.6359,0.39893,89.387,5.373,0.32629,0.23936,1.13096,1.61964
Proj_002,Health,exiobase,Health_Specialized,Africa,Africa,25000000.0,Transport_Logistics,Europe,0.0834,0.05235,7.11,0.372,0.02352,0.03141,0.07916,0.09968
Proj_002,Health,exiobase,Health_Specialized,Africa,Africa,25000000.0,Transport_Logistics,Asia,0.1517,0.09519,20.198,1.195,0.07566,0.05711,0.24987,0.35982
Proj_002,Health,exiobase,Health_Specialized,Africa,Africa,25000000.0,Transport_Logistics,LATAM,0.0266,0.01666,3.337,0.179,0.01171,0.00999,0.04023,0.06064
Proj_002,Health,exiobase,Health_Specialized,Africa,Africa,25000000.0,Transport_Logistics,Global,0.1024,0.06425,10.907,0.585,0.03701,0.03855,0.13493,0.17991
Proj_002,Health,exiobase,Health_Specialized,Africa,Africa,25000000.0,Health_Social,Africa,0.6535,0.33131,61.913,8.598,0.44831,0.23192,0.40254,0.19216
Proj_002,Health,exiobase,Health_Specialized,Africa,Africa,25000000.0,Health_Social,Europe,0.0794,0.04026,4.026,0.464,0.02812,0.02818,0.02609,0.01095
Proj_002,Health,exiobase,Health_Specialized,Africa,Africa,25000000.0,Health_Social,Asia,0.1444,0.0732,12.715,1.665,0.09265,0.05124,0.08234,0.03953
Proj_002,Health,exiobase,Health_Specialized,Africa,Africa,25000000.0,Health_Social,LATAM,0.0253,0.01281,2.057,0.263,0.01454,0.00897,0.01326,0.00666
Proj_002,Health,exiobase,Health_Specialized,Africa,Africa,25000000.0,Health_Social,Global,0.0975,0.04941,6.502,0.791,0.04313,0.03458,0.04447,0.01976
Proj_002,Health,exiobase,Health_Specialized,Africa,Africa,25000000.0,Agriculture,Africa,0.6438,0.17094,28.143,5.566,1.36791,0.12991,0.64613,0.22307
Proj_002,Health,exiobase,Health_Specialized,Africa,Africa,25000000.0,Agriculture,Europe,0.0816,0.02167,2.708,0.324,0.07357,0.01647,0.04369,0.01326
Proj_002,Health,exiobase,Health_Specialized,Africa,Africa,25000000.0,Agriculture,Asia,0.1484,0.0394,6.371,1.196,0.29618,0.02994,0.1379,0.04787
Proj_002,Health,exiobase,Health_Specialized,Africa,Africa,25000000.0,Agriculture,LATAM,0.026,0.00689,1.095,0.179,0.04514,0.00524,0.0222,0.00807
Proj_002,Health,exiobase,Health_Specialized,Africa,Africa,25000000.0,Agriculture,Global,0.1002,0.02659,3.909,0.585,0.12898,0.02021,0.07446,0.02393
Proj_002,Health,exiobase,Health_Specialized,Africa,Africa,25000000.0,Mining_Extraction,Africa,0.5745,0.69213,296.475,6.481,1.81792,0.38759,4.20468,1.40502
Proj_002,Health,exiobase,Health_Specialized,Africa,Africa,25000000.0,Mining_Extraction,Europe,0.0975,0.11746,26.25,0.521,0.16237,0.06578,0.38056,0.11182
Proj_002,Health,exiobase,Health_Specialized,Africa,Africa,25000000.0,Mining_Extraction,Asia,0.1773,0.21356,86.175,1.868,0.54616,0.11959,1.20126,0.40362
Proj_002,Health,exiobase,Health_Specialized,Africa,Africa,25000000.0,Mining_Extraction,LATAM,0.031,0.03737,14.153,0.281,0.08266,0.02093,0.1934,0.06802
Proj_002,Health,exiobase,Health_Specialized,Africa,Africa,25000000.0,Mining_Extraction,Global,0.1197,0.14415,44.744,0.888,0.24909,0.08072,0.64868,0.20181
Proj_002,Health,exiobase,Health_Specialized,Africa,Africa,25000000.0,Water_Waste,Africa,0.6531,0.22208,34.347,3.79,2.58855,0.15323,0.35977,0.16101
Proj_002,Health,exiobase,Health_Specialized,Africa,Africa,25000000.0,Water_Waste,Europe,0.0795,0.02703,1.978,0.228,0.17281,0.01865,0.02336,0.00919
Proj_002,Health,exiobase,Health_Specialized,Africa,Africa,25000000.0,Water_Waste,Asia,0.1445,0.04915,6.78,0.733,0.56185,0.03392,0.07373,0.03318
Proj_002,Health,exiobase,Health_Specialized,Africa,Africa,25000000.0,Water_Waste,LATAM,0.0253,0.0086,1.061,0.11,0.08733,0.00594,0.01187,0.00559
Proj_002,Health,exiobase,Health_Specialized,Africa,Africa,25000000.0,Water_Waste,Global,0.0976,0.03318,3.467,0.358,0.24951,0.02289,0.03981,0.01659
Proj_003,Health,exiobase,Health_General,Europe,Europe,75000000.0,Construction,Europe,0.7066,0.95639,159.193,8.194,0.55662,0.45907,1.23948,0.52028
Proj_003,Health,exiobase,Health_General,Europe,Europe,75000000.0,Construction,Asia,0.1505,0.20369,56.508,3.542,0.22445,0.09777,0.4583,0.21999
Proj_003,Health,exiobase,Health_General,Europe,Europe,75000000.0,Construction,LATAM,0.0263,0.03565,9.128,0.548,0.03458,0.01711,0.07379,0.03707
Proj_003,Health,exiobase,Health_General,Europe,Europe,75000000.0,Construction,Africa,0.015,0.02037,6.085,0.406,0.0245,0.00978,0.0495,0.02363
Proj_003,Health,exiobase,Health_General,Europe,Europe,75000000.0,Construction,Global,0.1016,0.13749,29.341,1.732,0.10669,0.066,0.24748,0.10999
Proj_003,Health,exiobase,Health_General,Europe,Europe,75000000.0,Energy_Utilities,Europe,0.7522,1.8668,162.307,5.847,1.87277,1.19475,11.42479,1.90413
Proj_003,Health,exiobase,Health_General,Europe,Europe,75000000.0,Energy_Utilities,Asia,0.1271,0.31538,88.588,1.811,0.54649,0.20184,3.35088,0.63864
Proj_003,Health,exiobase,Health_General,Europe,Europe,75000000.0,Energy_Utilities,LATAM,0.0222,0.05519,11.812,0.283,0.08494,0.03532,0.53949,0.10762
Proj_003,Health,exiobase,Health_General,Europe,Europe,75000000.0,Energy_Utilities,Africa,0.0127,0.03154,10.019,0.203,0.05932,0.02018,0.3619,0.06859
Proj_003,Health,exiobase,Health_General,Europe,Europe,75000000.0,Energy_Utilities,Global,0.0858,0.21288,35.593,0.926,0.24268,0.13624,1.80948,0.31932
Proj_003,Health,exiobase,Health_General,Europe,Europe,75000000.0,Manufacturing,Europe,0.692,2.81591,821.797,14.273,3.3943,1.18268,6.48787,2.29779
Proj_003,Health,exiobase,Health_General,Europe,Europe,75000000.0,Manufacturing,Asia,0.1579,0.64273,304.809,6.425,1.39833,0.26995,2.57093,1.04122
Proj_003,Health,exiobase,Health_General,Europe,Europe,75000000.0,Manufacturing,LATAM,0.0276,0.11248,48.418,0.966,0.21164,0.04724,0.41392,0.17547
Proj_003,Health,exiobase,Health_General,Europe,Europe,75000000.0,Manufacturing,Africa,0.0158,0.06427,32.357,0.688,0.14361,0.02699,0.27766,0.11184
Proj_003,Health,exiobase,Health_General,Europe,Europe,75000000.0,Manufacturing,Global,0.1066,0.43384,158.266,3.054,0.63775,0.18221,1.3883,0.52061
Proj_003,Health,exiobase,Health_General,Europe,Europe,75000000.0,Transport_Logistics,Europe,0.7572,1.3687,185.869,9.715,0.61493,0.82122,2.06947,2.606
Proj_003,Health,exiobase,Health_General,Europe,Europe,75000000.0,Transport_Logistics,Asia,0.1245,0.22502,47.746,2.826,0.17886,0.13501,0.59067,0.85057
Proj_003,Health,exiobase,Health_General,Europe,Europe,75000000.0,Transport_Logistics,LATAM,0.0218,0.03938,7.888,0.423,0.02767,0.02363,0.0951,0.14334
Proj_003,Health,exiobase,Health_General,Europe,Europe,75000000.0,Transport_Logistics,Africa,0.0124,0.0225,5.042,0.303,0.0184,0.0135,0.06379,0.09136
Proj_003,Health,exiobase,Health_General,Europe,Europe,75000000.0,Transport_Logistics,Global,0.084,0.15189,25.783,1.382,0.08749,0.09113,0.31896,0.42528
Proj_003,Health,exiobase,Health_General,Europe,Europe,75000000.0,Health_Social,Europe,0.769,1.13221,113.239,13.059,0.79073,0.79254,0.73367,0.30796
Proj_003,Health,exiobase,Health_General,Europe,Europe,75000000.0,Health_Social,Asia,0.1185,0.17441,30.297,3.968,0.22078,0.12209,0.19621,0.09418
Proj_003,Health,exiobase,Health_General,Europe,Europe,75000000.0,Health_Social,LATAM,0.0207,0.03052,4.9,0.626,0.03464,0.02137,0.03159,0.01587
Proj_003,Health,exiobase,Health_General,Europe,Europe,75000000.0,Health_Social,Africa,0.0118,0.01744,3.259,0.453,0.0236,0.01221,0.02119,0.01012
Proj_003,Health,exiobase,Health_General,Europe,Europe,75000000.0,Health_Social,Global,0.08,0.11773,15.493,1.886,0.10278,0.08241,0.10596,0.04709
Proj_003,Health,exiobase,Health_General,Europe,Europe,75000000.0,Agriculture,Europe,0.7626,0.59044,73.775,8.833,2.00454,0.44873,1.19032,0.36135
Proj_003,Health,exiobase,Health_General,Europe,Europe,75000000.0,Agriculture,Asia,0.1218,0.09428,15.245,2.862,0.70875,0.07165,0.32998,0.11455
Proj_003,Health,exiobase,Health_General,Europe,Europe,75000000.0,Agriculture,LATAM,0.0213,0.0165,2.619,0.428,0.10803,0.01254,0.05313,0.0193
Proj_003,Health,exiobase,Health_General,Europe,Europe,75000000.0,Agriculture,Africa,0.0122,0.00943,1.552,0.307,0.07545,0.00717,0.03564,0.0123
Proj_003,Health,exiobase,Health_General,Europe,Europe,75000000.0,Agriculture,Global,0.0822,0.06364,9.355,1.4,0.30865,0.04837,0.17819,0.05728
Proj_003,Health,exiobase,Health_General,Europe,Europe,75000000.0,Mining_Extraction,Europe,0.7164,2.51175,561.345,11.14,3.47224,1.40658,8.13806,2.39118
Proj_003,Health,exiobase,Health_General,Europe,Europe,75000000.0,Mining_Extraction,Asia,0.1455,0.51001,205.799,4.461,1.30432,0.2856,2.8688,0.96392
Proj_003,Health,exiobase,Health_General,Europe,Europe,75000000.0,Mining_Extraction,LATAM,0.0255,0.08925,33.798,0.671,0.19741,0.04998,0.46188,0.16244
Proj_003,Health,exiobase,Health_General,Europe,Europe,75000000.0,Mining_Extraction,Africa,0.0145,0.051,21.846,0.478,0.13396,0.02856,0.30983,0.10353
Proj_003,Health,exiobase,Health_General,Europe,Europe,75000000.0,Mining_Extraction,Global,0.0982,0.34426,106.857,2.121,0.59487,0.19278,1.54915,0.48196
Proj_003,Health,exiobase,Health_General,Europe,Europe,75000000.0,Water_Waste,Europe,0.7687,0.76716,56.118,6.463,4.90367,0.52934,0.66282,0.26083
Proj_003,Health,exiobase,Health_General,Europe,Europe,75000000.0,Water_Waste,Asia,0.1186,0.11836,16.327,1.764,1.35295,0.08167,0.17755,0.0799
Proj_003,Health,exiobase,Health_General,Europe,Europe,75000000.0,Water_Waste,LATAM,0.0208,0.02071,2.554,0.264,0.21029,0.01429,0.02858,0.01346
Proj_003,Health,exiobase,Health_General,Europe,Europe,75000000.0,Water_Waste,Africa,0.0119,0.01184,1.831,0.202,0.13797,0.00817,0.01917,0.00858
Proj_003,Health,exiobase,Health_General,Europe,Europe,75000000.0,Water_Waste,Global,0.0801,0.0799,8.349,0.863,0.60082,0.05513,0.09587,0.03995
Hydro_AF,Energy,exiobase,Energy,Africa,Africa,30000000.0,Construction,Africa,0.5598,0.347,103.67,6.908,0.41737,0.16656,0.84321,0.40252
Hydro_AF,Energy,exiobase,Energy,Africa,Africa,30000000.0,Construction,Europe,0.1009,0.06252,10.407,0.536,0.03639,0.03001,0.08103,0.03401
Hydro_AF,Energy,exiobase,Energy,Africa,Africa,30000000.0,Construction,Asia,0.1834,0.11368,31.536,1.977,0.12526,0.05456,0.25577,0.12277
Hydro_AF,Energy,exiobase,Energy,Africa,Africa,30000000.0,Construction,LATAM,0.0321,0.01989,5.094,0.306,0.0193,0.00955,0.04118,0.02069
Hydro_AF,Energy,exiobase,Energy,Africa,Africa,30000000.0,Construction,Global,0.1238,0.07673,16.374,0.967,0.05954,0.03683,0.13812,0.06138
Hydro_AF,Energy,exiobase,Energy,Africa,Africa,30000000.0,Energy_Utilities,Africa,0.6283,0.69594,221.088,4.48,1.30907,0.4454,7.98596,1.51368
Hydro_AF,Energy,exiobase,Energy,Africa,Africa,30000000.0,Energy_Utilities,Europe,0.0852,0.09435,8.203,0.296,0.09465,0.06039,0.57743,0.09624
Hydro_AF,Energy,exiobase,Energy,Africa,Africa,30000000.0,Energy_Utilities,Asia,0.1549,0.17155,48.187,0.985,0.29726,0.10979,1.82271,0.34739
Hydro_AF,Energy,exiobase,Energy,Africa,Africa,30000000.0,Energy_Utilities,LATAM,0.0271,0.03002,6.425,0.154,0.0462,0.01921,0.29346,0.05854
Hydro_AF,Energy,exiobase,Energy,Africa,Africa,30000000.0,Energy_Utilities,Global,0.1045,0.1158,19.361,0.504,0.13201,0.07411,0.98426,0.17369
Hydro_AF,Energy,exiobase,Energy,Africa,Africa,30000000.0,Manufacturing,Africa,0.538,1.01234,509.636,10.833,2.26197,0.42518,4.37331,1.76147
Hydro_AF,Energy,exiobase,Energy,Africa,Africa,30000000.0,Manufacturing,Europe,0.1059,0.19922,58.141,1.01,0.24014,0.08367,0.45901,0.16257
Hydro_AF,Energy,exiobase,Energy,Africa,Africa,30000000.0,Manufacturing,Asia,0.1925,0.36222,171.78,3.621,0.78805,0.15213,1.44889,0.5868
Hydro_AF,Energy,exiobase,Energy,Africa,Africa,30000000.0,Manufacturing,LATAM,0.0337,0.06339,27.287,0.544,0.11927,0.02662,0.23327,0.09889
Hydro_AF,Energy,exiobase,Energy,Africa,Africa,30000000.0,Manufacturing,Global,0.1299,0.2445,89.194,1.721,0.35941,0.10269,0.7824,0.2934
Hydro_AF,Energy,exiobase,Energy,Africa,Africa,30000000.0,Transport_Logistics,Africa,0.6359,0.51272,114.885,6.905,0.41936,0.30763,1.45356,2.08164
Hydro_AF,Energy,exiobase,Energy,Africa,Africa,30000000.0,Transport_Logistics,Europe,0.0834,0.06729,9.138,0.478,0.03023,0.04037,0.10174,0.12812
Hydro_AF,Energy,exiobase,Energy,Africa,Africa,30000000.0,Transport_Logistics,Asia,0.1517,0.12234,25.959,1.536,0.09725,0.07341,0.32115,0.46245
Hydro_AF,Energy,exiobase,Energy,Africa,Africa,30000000.0,Transport_Logistics,LATAM,0.0266,0.02141,4.289,0.23,0.01505,0.01285,0.0517,0.07793
Hydro_AF,Energy,exiobase,Energy,Africa,Africa,30000000.0,Transport_Logistics,Global,0.1024,0.08258,14.018,0.751,0.04757,0.04955,0.17342,0.23123
Hydro_AF,Energy,exiobase,Energy,Africa,Africa,30000000.0,Health_Social,Africa,0.6535,0.4179,78.094,10.846,0.56548,0.29253,0.50775,0.24238
Hydro_AF,Energy,exiobase,Energy,Africa,Africa,30000000.0,Health_Social,Europe,0.0794,0.05078,5.079,0.586,0.03546,0.03555,0.0329,0.01381
Hydro_AF,Energy,exiobase,Energy,Africa,Africa,30000000.0,Health_Social,Asia,0.1444,0.09233,16.038,2.1,0.11687,0.06463,0.10387,0.04986
Hydro_AF,Energy,exiobase,Energy,Africa,Africa,30000000.0,Health_Social,LATAM,0.0253,0.01616,2.594,0.331,0.01834,0.01131,0.01672,0.0084
Hydro_AF,Energy,exiobase,Energy,Africa,Africa,30000000.0,Health_Social,Global,0.0975,0.06232,8.201,0.998,0.0544,0.04362,0.05609,0.02493
Hydro_AF,Energy,exiobase,Energy,Africa,Africa,30000000.0,Agriculture,Africa,0.6438,0.20574,33.873,6.699,1.64642,0.15636,0.77769,0.26849
Hydro_AF,Energy,exiobase,Energy,Africa,Africa,30000000.0,Agriculture,Europe,0.0816,0.02608,3.259,0.39,0.08855,0.01982,0.05258,0.01596
Hydro_AF,Energy,exiobase,Energy,Africa,Africa,30000000.0,Agriculture,Asia,0.1484,0.04742,7.668,1.44,0.35649,0.03604,0.16597,0.05762
Hydro_AF,Energy,exiobase,Energy,Africa,Africa,30000000.0,Agriculture,LATAM,0.026,0.0083,1.317,0.215,0.05434,0.00631,0.02672,0.00971
Hydro_AF,Energy,exiobase,Energy,Africa,Africa,30000000.0,Agriculture,Global,0.1002,0.03201,4.705,0.704,0.15524,0.02433,0.08963,0.02881
Hydro_AF,Energy,exiobase,Energy,Africa,Africa,30000000.0,Mining_Extraction,Africa,0.5745,0.92488,396.172,8.66,2.42924,0.51793,5.61862,1.8775
Hydro_AF,Energy,exiobase,Energy,Africa,Africa,30000000.0,Mining_Extraction,Europe,0.0975,0.15695,35.077,0.696,0.21697,0.08789,0.50853,0.14942
Hydro_AF,Energy,exiobase,Energy,Africa,Africa,30000000.0,Mining_Extraction,Asia,0.1773,0.28537,115.153,2.496,0.72982,0.15981,1.60521,0.53935
Hydro_AF,Energy,exiobase,Energy,Africa,Africa,30000000.0,Mining_Extraction,LATAM,0.031,0.04994,18.912,0.375,0.11046,0.02797,0.25844,0.09089
Hydro_AF,Energy,exiobase,Energy,Africa,Africa,30000000.0,Mining_Extraction,Global,0.1197,0.19263,59.791,1.187,0.33286,0.10787,0.86682,0.26968
Hydro_AF,Energy,exiobase,Energy,Africa,Africa,30000000.0,Water_Waste,Africa,0.6531,0.28017,43.331,4.781,3.26567,0.19332,0.45388,0.20312
Hydro_AF,Energy,exiobase,Energy,Africa,Africa,30000000.0,Water_Waste,Europe,0.0795,0.03411,2.495,0.287,0.21801,0.02353,0.02947,0.0116
Hydro_AF,Energy,exiobase,Energy,Africa,Africa,30000000.0,Water_Waste,Asia,0.1445,0.06201,8.554,0.924,0.70882,0.04279,0.09302,0.04186
Hydro_AF,Energy,exiobase,Energy,Africa,Africa,30000000.0,Water_Waste,LATAM,0.0253,0.01085,1.338,0.138,0.11017,0.00749,0.01498,0.00705
Hydro_AF,Energy,exiobase,Energy,Africa,Africa,30000000.0,Water_Waste,Global,0.0976,0.04186,4.374,0.452,0.31477,0.02888,0.05023,0.02093
Hydro_AS,Energy,exiobase,Energy,Asia,Asia,150000000.0,Construction,Asia,0.7694,2.38458,661.529,41.463,2.62761,1.1446,5.36529,2.57534
Hydro_AS,Energy,exiobase,Energy,Asia,Asia,150000000.0,Construction,Europe,0.0845,0.26199,43.609,2.245,0.15248,0.12576,0.33954,0.14252
Hydro_AS,Energy,exiobase,Energy,Asia,Asia,150000000.0,Construction,LATAM,0.0269,0.08336,21.347,1.281,0.08086,0.04001,0.17256,0.0867
Hydro_AS,Energy,exiobase,Energy,Asia,Asia,150000000.0,Construction,Africa,0.0154,0.04764,14.232,0.948,0.0573,0.02286,0.11575,0.05526
